"","01-HLB_221116_neg_iaMSMS_02.mzML","01-HLB_221116_neg_iaMSMS_03.mzML","01-HLB_221116_neg_iaMSMS_04.mzML","02-HLB_221116_neg_iaMSMS_01.mzML","02-HLB_221116_neg_iaMSMS_02.mzML","02-HLB_221116_neg_iaMSMS_03.mzML","02-HLB_221116_neg_iaMSMS_04.mzML","03-HLB_221116_neg_iaMSMS_01.mzML","03-HLB_221116_neg_iaMSMS_02.mzML","03-HLB_221116_neg_iaMSMS_03.mzML","03-HLB_221116_neg_iaMSMS_04.mzML","04-HLB_221116_neg_iaMSMS_01.mzML","04-HLB_221116_neg_iaMSMS_02.mzML","04-HLB_221116_neg_iaMSMS_03.mzML","04-HLB_221116_neg_iaMSMS_04.mzML","05-HLB_221116_neg_iaMSMS_01.mzML","05-HLB_221116_neg_iaMSMS_02.mzML","05-HLB_221116_neg_iaMSMS_03.mzML","05-HLB_221116_neg_iaMSMS_04.mzML","06-HLB_221116_neg_iaMSMS_01.mzML","06-HLB_221116_neg_iaMSMS_02.mzML","06-HLB_221116_neg_iaMSMS_03.mzML","06-HLB_221116_neg_iaMSMS_04.mzML","07-HLB_221116_neg_iaMSMS_01.mzML","07-HLB_221116_neg_iaMSMS_02.mzML","07-HLB_221116_neg_iaMSMS_03.mzML","07-HLB_221116_neg_iaMSMS_04.mzML","08-HLB_221116_neg_iaMSMS_01.mzML","08-HLB_221116_neg_iaMSMS_02.mzML","08-HLB_221116_neg_iaMSMS_03.mzML","08-HLB_221116_neg_iaMSMS_04.mzML","09-HLB_221116_neg_iaMSMS_01.mzML","09-HLB_221116_neg_iaMSMS_02.mzML","09-HLB_221116_neg_iaMSMS_03.mzML","09-HLB_221116_neg_iaMSMS_04.mzML","10-HLB_221116_neg_iaMSMS_01.mzML","10-HLB_221116_neg_iaMSMS_02.mzML","10-HLB_221116_neg_iaMSMS_03.mzML","10-HLB_221116_neg_iaMSMS_04.mzML","11-HLB_221116_neg_iaMSMS_01.mzML","11-HLB_221116_neg_iaMSMS_02.mzML","11-HLB_221116_neg_iaMSMS_03.mzML","11-HLB_221116_neg_iaMSMS_04.mzML","12-HLB_221116_neg_iaMSMS_01.mzML","12-HLB_221116_neg_iaMSMS_02.mzML","12-HLB_221116_neg_iaMSMS_03.mzML","12-HLB_221116_neg_iaMSMS_04.mzML","13-HLB_221116_neg_iaMSMS_01.mzML","13-HLB_221116_neg_iaMSMS_02.mzML","13-HLB_221116_neg_iaMSMS_03.mzML","13-HLB_221116_neg_iaMSMS_04.mzML","14-HLB_221116_neg_iaMSMS_r01.mzML","14-HLB_221116_neg_iaMSMS_r02.mzML","14-HLB_221116_neg_iaMSMS_r03.mzML","14-HLB_221116_neg_iaMSMS_r04.mzML","16-HLB_221116_neg_iaMSMS_01.mzML","16-HLB_221116_neg_iaMSMS_02.mzML","16-HLB_221116_neg_iaMSMS_03.mzML","16-HLB_221116_neg_iaMSMS_04.mzML","17-HLB_221116_neg_iaMSMS_02.mzML","17-HLB_221116_neg_iaMSMS_03.mzML","17-HLB_221116_neg_iaMSMS_04.mzML","18-HLB_221116_neg_iaMSMS_04.mzML","19-HLB_221116_neg_iaMSMS_01.mzML","19-HLB_221116_neg_iaMSMS_02.mzML","19-HLB_221116_neg_iaMSMS_03.mzML","19-HLB_221116_neg_iaMSMS_04.mzML","20-HLB_221116_neg_iaMSMS_01.mzML","20-HLB_221116_neg_iaMSMS_02.mzML","20-HLB_221116_neg_iaMSMS_03.mzML","20-HLB_221116_neg_iaMSMS_04.mzML"
"411_271.944_3.185",28.917576,31.200314,0,32.334137,21.998146,0,0,49.86371,28.533846,0,28.303001,0,16.149172,69.65518,33.08844,33.052063,101.44893,58.330067,76.82297,27.92499,29.85599,38.141365,74.970116,545.47186,167.48148,569.6157,739.74554,56.638176,84.21975,71.73271,0,20.778898,44.66525,76.36091,0,76.43959,35.741516,18.15553,50.8758,730.8319,298.94156,394.28955,383.4583,424.83133,544.66376,317.14386,488.32242,78.449356,40.79955,206.76918,279.7335,155.49432,100.06526,104.88643,0,1100.8369,1623.3418,1597.1173,1709.8204,1024.3289,971.3853,1153.0919,1119.2246,613.5338,726.5301,506.38034,812.7477,1651.626,1587.4705,1467.3556,1391.9065
"21924_272.15_12.332",26.641514,48.245407,34.11409,41.191803,29.753048,25.102016,72.11711,272.03732,238.11845,338.51245,302.59003,477.78555,439.15244,497.12793,462.71902,657.38904,618.136,715.351,697.2407,720.8782,779.39215,800.1572,963.33545,1327.296,1418.4443,1416.9165,1442.9282,1204.6636,1331.4673,1351.5193,1176.1133,359.00192,392.8419,369.87103,352.89297,888.8234,852.036,781.7295,948.75934,0,10.650584,0,0,1421.9872,1549.1713,1531.427,1562.2273,43.128128,86.02588,82.278275,69.76558,458.09488,320.7183,367.3394,453.6159,0,0,0,0,0,0,0,0,193.90253,227.2249,325.89685,304.8963,19.570963,0,0,0
"27528_272.158_14.253",2858.2283,2883.0415,2904.0276,1387.6406,1350.7114,1350.4725,1400.2234,4387.916,4377.0786,4344.869,4272.191,3904.8213,3823.0261,3816.545,3837.141,8268.828,8322.397,8199.433,8654.451,10656.878,10670.19,10539.875,10933.07,10814.625,10519.658,10818.145,11462.825,5081.7134,5074.812,5330.6343,5547.6567,5783.8237,5651.4956,6080.418,6109.3027,8154.702,7821.507,8294.725,8640.903,0,0,0,0,8407.87,8414.327,8635.156,8590.446,3102.273,3107.0286,3193.5295,3269.1611,4382.5083,4482.9863,4574.1777,4347.6416,0,0,0,0,0,0,0,0,4811.604,5040.201,5199.6777,4882.5557,0,0,0,0
"24817_272.185_13.286",149.11209,191.77512,183.99261,221.02441,230.7633,206.57082,234.02533,192.86603,168.96295,181.6252,147.26672,268.86743,348.58707,313.0175,332.4444,172.82684,308.3967,256.9154,261.522,665.01965,642.3067,625.5318,565.20264,598.7349,604.8302,619.233,635.0078,306.4652,359.16986,444.32996,404.6023,418.36072,430.24722,445.60864,354.41782,288.51566,255.08418,291.19504,307.40106,1021.0745,1061.3939,1285.5386,1025.0372,228.44737,318.42368,275.6936,267.53467,347.73706,327.24152,380.78442,365.97195,402.3587,463.49597,469.74625,467.4708,2286.5952,2243.1575,2164.946,2447.7842,2195.882,2281.5974,2677.641,1860.3292,458.04565,532.6849,530.0731,501.75824,3013.6633,3276.9353,3142.7356,3402.4438
"3360_273.099_6.446",63.367928,66.67473,130.32903,18.80719,41.002983,90.145294,45.263237,270.97913,43.84674,150.28249,281.7175,40.024433,21.756437,0,0,188.30893,201.24475,273.7967,84.03052,182.21524,321.72324,291.9299,338.88776,448.3641,575.9205,398.8398,599.1624,0,31.555683,171.0104,50.836193,200.17383,93.7058,208.74931,74.03371,279.17853,456.24078,532.46924,165.87625,0,0,25.838985,17.544188,1389.7312,1435.9067,1392.5181,1448.3584,767.0576,836.9906,825.49554,767.71747,812.36383,686.974,966.7977,833.35754,12.329521,0,0,0,0,0,0,0,600.55566,597.01495,605.73395,673.8912,0,0,0,0
"3358_273.1_6.445",63.367928,66.67473,130.32903,24.166977,41.002983,90.145294,45.263237,292.3823,164.79663,99.213646,281.7175,40.024433,21.756437,60.964245,59.32117,188.30893,256.1585,273.7967,267.0634,222.42125,321.72324,264.9368,413.03473,795.827,575.9205,721.8728,913.4225,41.027283,76.88275,171.0104,50.836193,224.44142,65.47928,232.49371,223.7139,392.04657,525.59393,532.46924,497.17444,0,0,25.838985,17.544188,1400.7314,1600.3871,1243.766,1352.017,764.68604,858.4974,380.02713,879.7921,765.97864,809.66406,1016.8401,689.8272,12.329521,0,0,0,0,0,0,0,541.92413,543.3293,664.69385,714.9899,0,0,0,0
"4346_273.131_7.129",848.62396,752.64087,685.3129,132.66864,195.18185,288.8101,304.03943,1164.9896,1281.8041,1310.989,1402.4119,2295.6853,2639.8184,2160.5981,2437.1902,2501.9707,2749.264,2808.267,2736.8074,3193.2192,3983.929,3237.0425,4301.657,5720.228,7646.4307,7072.957,6212.772,6197.8584,6995.159,6734.298,6357.6133,2577.2346,2644.9243,2487.7551,3685.7747,4605.0034,4649.851,4853.7646,4612.4688,9.143243,9.837593,0,19.34265,3327.4,3258.262,3246.1165,3084.872,707.0494,700.8789,448.48947,747.11505,1612.398,1422.1145,1343.6432,1726.7925,8.253492,0,14.866625,59.49854,17.273321,36.930492,15.657743,37.910023,2622.1003,2808.5771,2536.0935,2542.9685,7.9048433,10.430829,19.000523,0
"6017_273.132_7.766",599.97076,821.03503,752.227,148.28731,201.56287,175.2327,292.6681,1395.2826,931.74146,879.02594,993.6714,983.98065,1965.1385,1138.3323,1759.494,2663.895,2604.5562,1351.4434,1475.1007,1913.0443,2006.0635,2787.8713,1869.4535,5498.47,4582.2964,3633.547,3984.399,5531.7583,5543.815,3891.7683,2312.1833,2193.1624,1191.2646,1322.9601,1233.5463,3501.4783,3514.257,3434.5542,3772.6997,18.25018,0,19.549047,28.13166,4033.1516,3809.7664,2862.1594,4020.625,452.52655,358.4524,325.80267,455.02777,1767.3536,1791.8646,2289.1978,1573.1084,54.51475,15.2481785,33.427025,35.445457,11.680937,17.04153,0,0,3462.2285,3419.419,2112.2734,2117.3655,0,0,16.249409,0
"5719_273.132_7.646",1293.7295,883.77814,954.9343,360.83344,339.40353,399.18765,619.84595,1728.4355,3084.9873,2333.8071,3193.6035,4297.7905,2500.8818,4140.331,2584.8481,2557.5193,2656.473,2537.3242,5141.3574,5487.2134,5959.339,2794.9407,3058.1973,6362.9927,11519.577,11783.847,11876.97,4505.341,4446.612,4504.2393,8087.63,2258.3843,4401.121,4450.959,4288.4795,4537.146,4528.87,4720.1694,4416.2515,9.701551,0,26.896488,24.748987,4732.5547,4595.955,6732.8477,4007.5796,743.48975,756.7769,737.6441,1225.5339,4100.1772,4895.0923,2809.5928,4098.329,0,0,11.063429,20.192245,9.960214,0,0,0,3574.1704,3553.5317,5164.5474,3470.0679,0,18.861092,9.874096,0
"11635_273.134_9.155",6227.9194,5993.7583,6867.516,4312.4546,4271.25,4135.552,4140.462,9524.413,9846.491,9408.236,9407.349,8876.518,8613.608,9697.582,9440.769,14395.672,14409.102,15083.377,14619.302,12246.72,13019.29,11872.938,13108.257,16020.483,17443.043,17706.719,17284.219,12615.97,13944.027,13368.98,13860.563,9597.896,9553.241,10055.24,9191.636,14617.58,12973.465,14706.443,13976.924,33.868176,65.22704,20.024817,9.522344,23491.047,22682.672,24279.264,20566.586,7100.5103,7208.9805,7595.42,7591.211,13253.317,12621.296,13046.374,13518.42,80.281494,93.88293,103.85545,11.45255,40.43202,36.771984,10.754019,0,13287.844,12204.607,13221.641,13594.415,38.44391,39.868034,8.605345,0
"8267_273.134_8.2",36127.848,35888.777,36722.78,22238.367,22685.229,22681.668,22229.213,50153.53,50688.508,50888.277,50248.977,97907.336,98493.89,96546.734,99970.33,78303.734,77974.29,78054.24,80900.234,104523.72,105901.86,106755.36,106076.02,130375.47,128685.44,133914.66,129531.4,130709.53,129514.27,133186.38,130718.37,93634.61,93067.234,95261.14,94014.95,85081.2,86663.586,87278.17,89409.98,16.772243,44.982704,46.287006,51.06037,73546.87,73809.52,73458.91,73572.28,28188.352,29009.379,27708.186,28191.846,54827.133,54285.164,56529.08,54741.766,14.515094,18.125694,50.559586,16.820421,11.436205,16.246052,0,0,82283.35,83689.19,81218.01,81027.1,42.24228,33.55326,56.97737,37.872704
"11957_273.134_9.287",3722.1428,3524.4102,3356.3909,2637.3425,2523.49,2997.8826,3172.4243,5381.7046,5454.801,5286.9106,5606.6294,5125.25,5096.626,5144.376,5278.1753,11166.262,11437.587,8883.722,11236.111,7240.164,9502.396,9943.002,9607.758,10223.07,9997.441,10238.609,10027.247,10752.335,10837.31,7650.6494,10916.885,5123.1304,5322.296,5155.8364,5271.543,8715.61,8554.844,8563.103,8665.657,28.170593,10.942264,0,0,14292.872,14542.277,14200.945,14144.582,4337.0776,3909.132,4042.207,4142.4556,7891.8315,7141.713,8387.093,7923.8086,0,12.481709,0,0,0,0,0,0,7740.0283,7744.2046,7844.675,7958.654,18.553083,11.721489,18.759586,0
"16185_273.135_10.13",519.9965,668.0232,579.5895,510.54715,475.3983,209.73257,429.2351,1368.1724,1095.6858,1377.526,1362.0505,1331.8385,1426.1555,1385.1641,994.3814,2538.9753,2288.481,2260.7239,2583.3728,2352.0176,2441.2249,2378.4,2331.672,3729.8618,3336.979,3384.7363,3699.838,2382.274,2348.7927,2539.4014,2490.1196,1355.4587,1417.8859,1384.3895,1600.8899,2428.4263,2380.5427,1970.4141,2625.9058,15.536877,49.763756,31.13398,0,2929.6013,2976.3867,2721.6018,2949.7573,1064.3552,1001.558,1074.7979,1052.9741,1748.384,1734.2244,1876.5895,2022.0568,0,0,0,0,17.805702,0,33.089962,0,1809.407,1671.5406,1678.8264,1798.1422,12.951021,29.124235,0,0
"14735_273.168_9.872",545.2539,590.60504,561.0189,326.5581,374.9828,338.48013,385.56,1015.73505,1054.3591,1011.3604,815.1602,1589.2349,1625.3973,1597.4492,1662.0835,1272.925,1453.0951,1264.1814,1262.5283,1746.4335,1795.6046,1837.5443,1789.748,3316.1077,2482.9548,3023.8843,3056.9602,1518.8163,1698.4507,1578.6776,1535.3744,1138.3394,1272.8658,1451.6519,1558.6035,1995.2882,1984.638,2333.499,2551.1064,0,10.595341,0,0,3349.5464,2886.4421,3444.895,3563.6804,926.3367,1151.3748,915.2407,1167.1627,1995.6263,2083.9365,2045.5735,2230.9429,0,0,0,20.260118,0,19.451923,0,0,2144.894,2264.6106,2063.385,2021.6779,8.4907675,0,0,0
"20838_273.169_11.904",202.1175,251.87738,90.90605,25.051395,167.14755,134.36465,157.37251,310.70245,380.5568,439.92358,585.11896,555.5209,662.5289,767.80786,536.9752,693.4409,762.1829,795.4738,849.9972,1147.4867,954.652,1067.8384,1103.7517,1380.9535,1476.7262,1321.174,1452.04,784.2379,844.7091,761.76184,874.14276,519.9713,656.47534,654.69934,751.11,876.12225,913.14984,888.3772,953.8905,14.303431,0,17.343685,0,1109.6835,1116.539,1206.7388,1110.1354,529.9241,404.5372,455.9594,429.75375,662.53485,537.1149,760.4059,666.9944,9.701256,7.8584127,15.053151,13.337742,0,0,0,19.411304,587.43805,695.4574,701.12683,767.1457,22.361935,11.796222,81.50169,0
"28059_273.169_14.418",245.33649,259.48703,265.7835,195.39578,216.20232,191.2197,224.22923,258.445,291.1791,242.645,320.5168,319.14948,254.20932,243.48294,284.33856,413.48257,431.2744,400.61685,458.54114,836.84644,780.4915,723.58185,865.74286,908.75415,902.67816,1009.4809,1003.9252,277.5976,273.23886,308.2638,321.84442,398.61755,350.41318,448.1642,423.32178,528.4801,542.99817,580.93024,544.2905,0,0,0,0,545.56586,516.3006,522.09644,542.6028,423.4561,487.05188,460.0318,444.86026,522.40393,524.46136,443.97168,474.71848,0,0,0,0,0,0,0,0,503.18497,416.58118,372.94638,345.35712,9.389856,0,0,0
"16803_273.17_10.371",2278.836,2429.553,2431.6694,1287.9791,1297.9147,1187.2141,1381.0592,4857.626,4875.549,4799.9443,4947.8047,6676.5176,6654.2764,6734.267,6157.7207,6760.291,6917.0107,7054.1113,7002.012,8971.428,8973.338,9138.524,8105.9565,14864.167,14713.33,14886.434,14515.93,7602.502,7376.665,7019.202,7093.861,6082.178,6639.763,6675.749,6577.169,10851.402,10780.266,10189.703,10613.415,0,0,21.765703,0,14786.9375,14872.941,14780.958,15317.82,4894.3193,4530.1533,4490.1685,4685.6514,8328.664,8766.869,8885.044,8665.766,0,12.900084,0,15.8059845,0,0,0,37.017525,8726.58,8852.671,8330.014,8580.575,12.47929,28.448051,0,0
"20395_273.17_11.729",1854.7758,1610.4191,1585.0253,674.0765,1337.965,1191.9235,756.93414,3235.1633,3790.2498,3574.5168,3331.0159,5363.343,5487.8315,5704.2085,5563.089,5906.88,6403.542,6198.6543,785.76575,8924.742,7863.594,9170.724,9024.392,11426.06,11396.55,11564.117,11715.193,6711.097,6795.9067,6581.7666,7647.7266,5376.4097,6254.867,5992.934,6824.8228,7435.7876,7768.152,7577.9336,7506.5977,43.108406,57.028038,42.971012,91.20676,8871.051,8667.266,7809.697,8737.378,3453.9233,2904.4426,3646.5474,3373.2405,4758.994,4645.853,5539.719,5503.226,150.43343,156.9526,114.43667,51.967937,69.58501,0,86.9472,151.57437,5286.012,6031.6997,5626.318,6626.8027,61.766193,137.7574,25.371479,20.09871
"23719_273.17_12.829",2155.4758,2281.0452,2642.959,1361.3019,1294.3729,1343.6232,1358.7249,3267.885,3360.4185,3451.0132,3343.8977,2911.0217,2648.42,2777.7869,2787.4277,6341.3105,6859.4746,6399.9253,6963.661,7048.8687,6153.507,6310.491,7272.6616,8620.371,7676.834,8809.471,8932.471,2983.5168,3116.599,3171.124,3309.1965,3060.6902,2990.2383,3201.9517,3141.5466,5582.69,5477.654,5477.243,6449.0894,13.395848,0,0,0,8658.168,9198.188,7949.886,8926.469,2970.2305,3089.4565,2988.1753,3353.419,3523.5154,3600.2295,4326.37,4393.377,7.484686,13.094181,0,0,5.7833147,0,0,0,3937.0642,4117.15,4138.2544,4613.439,10.083754,0,0,0
"30777_273.17_15.325",1509.6029,1406.5603,1417.9883,679.5481,634.1864,634.12695,617.8109,1690.8049,1810.5973,1926.3643,1908.6587,1424.622,1455.0704,1430.0076,1510.8121,4450.3438,3896.16,4320.2974,4319.022,4698.1006,4738.0605,4605.8955,4798.9473,4476.7446,4360.9595,4638.0957,4379.402,2027.5984,2153.23,2072.471,2012.9264,2524.155,2245.1418,2270.671,2197.2778,3429.7922,3441.8064,3501.06,3524.8062,11.915011,0,0,0,3476.3247,3473.2886,3256.903,3492.81,1068.9299,1197.8005,1186.4723,1233.0884,1892.4343,1667.1879,1803.1665,1787.0544,0,10.002743,0,0,13.016214,0,0,0,2374.832,2177.656,2497.1326,2220.8228,6.14456,0,18.09768,0
"19763_273.17_11.39",2741.6536,2924.6748,2696.6885,1564.4236,1712.2206,1580.8416,1790.1837,5118.779,4958.199,5236.9795,5123.723,6270.5947,6087.423,6003.6973,6520.402,7520.125,7452.878,7397.634,7682.956,9681.187,9872.794,9835.904,10342.399,13710.335,13476.049,14028.464,13035.269,7187.622,7087.031,7320.02,6298.2354,6413.2305,6916.1626,7483.3623,6777.12,9644.522,9376.95,9752.756,9824.883,27.019363,0,16.447554,0,12112.7295,11975.567,12302.252,13479.096,4995.159,4721.9863,4819.872,5364.184,7260.2417,7673.49,7700.235,7175.3594,0,13.693968,0,0,10.193382,46.711845,0,36.524696,7799.577,7767.904,7999.09,8721.794,15.951136,36.070633,22.323666,0
"11945_274.137_9.287",543.98584,576.1499,577.9464,382.5703,390.38666,301.20145,310.851,821.706,713.80005,868.6048,613.8704,800.4226,750.88434,740.30554,873.36115,1260.23,1293.2644,1336.7683,1332.4628,1110.5887,1035.9346,1121.7084,1177.1827,1387.8953,1466.5188,1422.8301,1493.5481,1205.1913,1279.3502,1243.9703,1240.5781,823.602,817.5606,733.17584,804.90826,1156.3788,1263.817,1343.597,1179.6492,0,0,0,0,2226.8162,2237.584,2286.2532,2207.105,661.9185,558.6596,515.4001,640.99554,1294.4578,1246.5668,1153.0288,1056.3348,0,0,0,16.112305,0,0,0,0,1127.407,1138.3634,1137.5691,1180.6848,0,0,0,0
"8266_274.137_8.201",5155.7666,5152.9995,5221.6987,3222.0627,3199.5083,3205.6838,3176.8008,7028.479,7043.608,7100.667,6875.303,13750.485,13561.703,14470.404,13837.097,10928.252,10967.389,11386.726,10812.313,15966.634,15042.787,14968.569,14782.825,18277.46,17644.135,20026.902,17893.238,18225.047,18222.615,18384.482,19900.133,12995.429,14175.971,13370.521,13219.667,11996.372,12903.771,12212.308,11809.81,11.81366,0,0,20.505817,9896.962,10037.692,10050.593,11311.268,4019.618,4014.52,3977.4658,4231.2446,7758.737,7443.1914,8357.608,7529.2637,12.708266,0,0,0,0,0,0,0,11453.973,11298.454,11883.077,11292.14,8.233364,6.207241,0,0
"9443_274.164_8.688",373.02545,434.65408,473.51126,370.14264,395.9987,425.7166,440.60327,857.35376,922.11523,892.5711,747.1793,1016.5903,1027.4833,1132.4435,1070.7667,1207.1405,1250.1193,1125.3096,1143.3838,1258.596,1273.9407,1346.0671,1373.4573,2929.3794,2641.3955,3037.8096,2843.2146,1613.9484,1405.6512,1585.7709,1512.6412,993.8361,993.72314,1021.24945,1173.526,1883.6628,1768.7429,1981.709,1912.281,1402.1217,1357.1505,1461.3552,1352.9753,3638.0762,3577.951,3884.497,3537.0867,822.8044,784.1807,781.2606,948.69165,1916.731,1929.341,1913.5941,2002.2007,2440.149,2478.0427,2338.4558,1921.6719,1450.5654,1573.9722,1517.995,2332.5938,1511.525,1605.1039,1629.8596,1784.674,2308.206,2390.8772,2517.5925,2341.1084
"16740_275.074_10.353",765.8251,870.5438,824.7996,1064.0396,929.1093,1079.5808,892.75464,805.0094,846.16003,901.96124,827.4899,630.1199,619.5272,747.9099,672.2682,1037.7091,978.4087,1056.5507,856.5309,557.20233,696.8844,818.14624,544.64215,514.4155,494.9032,708.8413,689.7395,697.11896,734.7482,772.66235,744.5355,448.46478,619.2509,604.6048,506.0035,693.6977,585.49414,329.08997,526.5318,390.27985,429.39767,477.00055,583.9311,474.36255,260.79977,422.0993,843.9606,963.1531,915.4127,927.2822,976.20496,1032.3257,621.65076,981.2761,988.34894,641.6799,614.52344,788.85223,596.7267,518.8716,683.0026,615.1147,868.05566,622.81616,710.4074,688.9332,610.71216,745.10126,687.98846,669.87714,674.18115
"19442_275.074_11.26",269.48044,268.5533,335.2417,290.23627,179.92735,426.2843,377.33337,425.15482,315.16174,382.08215,565.929,361.0874,465.356,534.40643,517.13275,438.59216,443.2283,485.31448,493.1316,620.3056,472.57742,589.57416,546.013,857.3691,752.0876,782.8877,789.3152,583.85394,644.22296,663.4957,612.25616,392.1035,419.7268,479.78427,465.24878,316.73505,532.98987,477.3823,385.6228,596.6682,690.1398,647.6664,584.1464,592.45905,456.70258,556.8439,647.01373,521.83105,415.63696,481.8185,380.40518,755.0506,898.9738,788.5059,745.8718,1405.4425,1453.2537,1318.6165,1538.8533,809.59235,832.14197,814.97766,1059.822,514.229,552.81396,622.7434,565.0768,1117.9117,996.26715,1195.0518,1210.7872
"24750_275.104_13.222",385.47308,374.84634,227.4357,106.03706,57.914425,114.61892,139.23672,316.23178,402.9268,483.03192,576.4004,401.0682,403.55917,484.13205,414.77982,926.70844,788.14215,839.41736,967.44226,954.89557,966.6345,967.2763,984.53455,1009.11957,714.00586,714.7965,992.7357,378.83997,505.7052,486.94366,615.397,461.9961,511.03445,434.57288,482.6511,652.16595,610.83496,710.586,731.8525,0,0,0,0,627.73004,728.1466,606.09705,778.50806,195.18056,170.9465,234.21971,141.38011,462.57397,446.10196,472.5055,479.46243,0,0,0,0,0,0,0,0,531.15234,411.5839,495.15417,584.71484,0,0,0,0
"24032_275.111_12.964",163.29929,251.57375,105.720795,233.44661,339.47064,264.64044,315.03732,552.0387,386.61517,471.624,458.2422,497.35223,520.39703,380.06494,405.4481,380.91937,405.1285,389.90952,411.4259,451.28064,457.19955,547.19006,563.84595,1513.6685,1040.7959,1623.001,898.5509,590.2619,565.8545,365.83707,557.6956,351.82205,209.10269,351.45084,300.0419,534.9809,527.2328,644.204,574.5685,908.7069,947.00385,923.5332,948.8971,1783.4148,1516.9567,1836.2786,1862.271,671.8111,573.64294,803.04926,740.02167,801.0826,797.161,728.212,923.75244,1356.63,1492.8243,1533.0784,1434.5715,1236.39,1165.3796,1224.4457,1575.3085,321.56433,369.28107,274.7239,286.72437,0,62.710648,0,90.599014
"2902_275.113_6.102",279.5114,191.68494,303.4459,77.76301,239.1805,274.62347,200.25554,1342.337,1538.9745,189.48093,391.00037,402.218,576.0734,509.99185,1325.0558,1171.7764,1131.0448,2054.1238,2579.7822,2690.9731,1377.6871,2710.7397,2250.3225,1873.6757,5187.0605,4310.812,1367.5835,1808.8932,2062.302,1166.0862,3755.4146,830.97266,911.9175,2441.5962,1094.9615,2234.0605,4732.8955,4764.21,2259.1592,0,0,0,0,8750.9,2511.2852,9110.597,1573.5914,480.65286,333.74622,512.1511,644.0508,4902.36,3796.8325,5363.597,4554.534,7.461274,0,0,0,0,0,0,0,1215.6855,3182.646,4551.9614,4648.5737,0,9.123829,0,24.310837
"10790_275.114_9.088",17172.139,17367.676,16269.74,19519.832,19753.145,20236.238,20732.992,36150.836,37592.438,36023.355,39224.95,29301.115,27214.441,29219.875,30061.186,43173.258,42668.2,42269.61,42327.832,31332.66,32323.438,31266.986,35779.125,57548.047,57064.406,64947.082,58479.676,35749.324,36864.457,35686.637,38099.88,27682.855,26319.35,25471.586,23819.508,47336.266,46952.656,46655.8,45589.62,57859.242,58075.82,59122.766,61430.285,102077.18,93970.76,99229.82,96985.35,41185.99,40957.336,42285.25,41780.285,68825.83,70578.164,72652.945,72179.85,112431.8,109273.51,116837.695,118649.5,71681.1,71561.68,71216.555,113324.13,66855.42,66584.445,62765.957,70132.31,98294.61,96619.54,99289.734,95891.2
"3654_275.115_6.64",1334.072,1373.8146,973.83075,1428.0372,1259.6631,1480.9255,1838.9109,1805.2682,1876.1454,2746.126,2826.5803,1439.2002,735.0555,1163.0432,914.33826,2293.2688,3017.0325,3388.0186,2442.5337,1763.3175,2192.3428,2257.1057,2106.3755,5149.0933,4983.2827,6785.4116,4878.351,1145.3453,1014.09064,768.1458,1072.4714,1973.1938,2022.3988,1495.8549,1863.2177,3511.946,3964.7898,2295.6213,3750.2576,0,0,0,0,14933.097,15240.81,14939.08,16137.042,4945.9814,4818.7656,5028.8765,5320.5464,5384.372,4401.5117,4592.9854,6481.1924,10.788404,0,0,0,0,0,0,0,8602.344,8504.418,8668.78,9098.383,0,0,0,0
"10395_275.115_9.007",684.5733,754.90796,675.69434,1073.0138,1087.0785,948.36865,1201.9805,1489.2423,1603.7806,1577.4194,1705.853,1764.323,1661.6073,2022.5078,1711.8826,2546.0376,2015.7479,2529.2368,2185.2734,2814.2551,1993.4989,2725.2827,2519.7969,5310.4263,5387.7876,5769.176,5475.688,2476.8303,2781.4756,2493.322,2741.423,1971.6252,2219.3833,2240.9683,2136.3901,2998.6506,3478.7292,3422.0408,3842.6729,3501.0186,3466.726,3117.5393,3639.3276,7013.3623,5816.739,6574.1714,7025.563,2771.228,2337.5164,2518.1968,2273.6807,4573.623,4505.6553,4941.061,4665.9326,6734.555,6800.4683,7185.828,7295.6953,3418.834,3423.4197,4221.556,5874.5674,4270.016,4369.687,4697.034,4122.4263,6924.31,6631.524,6803.057,6686.5024
"25886_275.132_13.796",0,0,0,0,14.116404,0,0,0,24.33501,0,27.30569,0,14.728547,28.88978,47.04294,31.16103,0,45.980564,0,22.570791,0,43.240932,62.64673,0,61.97886,0,45.85025,52.64328,0,0,0,0,18.775509,79.40421,0,22.498924,57.780704,54.2043,38.62207,0,0,0,0,31.831703,0,0,0,0,0,0,0,29.626192,0,0,0,0,0,0,0,0,0,0,0,0,19.008242,0,38.671463,64358.773,64822.957,64648.242,64396.816
"24687_275.14_13.174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19832.2,20226.328,20867.238,20212.098
