"","01-HLB_221116_pos_iaMSMS_01.mzML","01-HLB_221116_pos_iaMSMS_02.mzML","01-HLB_221116_pos_iaMSMS_03.mzML","01-HLB_221116_pos_iaMSMS_04.mzML","02-HLB_221116_pos_iaMSMS_01.mzML","02-HLB_221116_pos_iaMSMS_02.mzML","02-HLB_221116_pos_iaMSMS_03.mzML","02-HLB_221116_pos_iaMSMS_04.mzML","03-HLB_221116_pos_iaMSMS_01.mzML","03-HLB_221116_pos_iaMSMS_02.mzML","03-HLB_221116_pos_iaMSMS_03.mzML","03-HLB_221116_pos_iaMSMS_04.mzML","04-HLB_221116_pos_iaMSMS_01.mzML","04-HLB_221116_pos_iaMSMS_02.mzML","04-HLB_221116_pos_iaMSMS_03.mzML","04-HLB_221116_pos_iaMSMS_04.mzML","05-HLB_221116_pos_iaMSMS_01.mzML","05-HLB_221116_pos_iaMSMS_02.mzML","05-HLB_221116_pos_iaMSMS_03.mzML","05-HLB_221116_pos_iaMSMS_04.mzML","06-HLB_221116_pos_iaMSMS_01.mzML","06-HLB_221116_pos_iaMSMS_02.mzML","06-HLB_221116_pos_iaMSMS_03.mzML","06-HLB_221116_pos_iaMSMS_04.mzML","07-HLB_221116_pos_iaMSMS_01.mzML","07-HLB_221116_pos_iaMSMS_02.mzML","07-HLB_221116_pos_iaMSMS_03.mzML","07-HLB_221116_pos_iaMSMS_04.mzML","08-HLB_221116_pos_iaMSMS_01.mzML","08-HLB_221116_pos_iaMSMS_02.mzML","08-HLB_221116_pos_iaMSMS_03.mzML","08-HLB_221116_pos_iaMSMS_04.mzML","09-HLB_221116_pos_iaMSMS_01.mzML","09-HLB_221116_pos_iaMSMS_02.mzML","09-HLB_221116_pos_iaMSMS_03.mzML","09-HLB_221116_pos_iaMSMS_04.mzML","10-HLB_221116_pos_iaMSMS_01.mzML","10-HLB_221116_pos_iaMSMS_02.mzML","10-HLB_221116_pos_iaMSMS_03.mzML","10-HLB_221116_pos_iaMSMS_04.mzML","11-HLB_221116_pos_iaMSMS_01.mzML","11-HLB_221116_pos_iaMSMS_02.mzML","11-HLB_221116_pos_iaMSMS_03.mzML","11-HLB_221116_pos_iaMSMS_04.mzML","12-HLB_221116_pos_iaMSMS_01.mzML","12-HLB_221116_pos_iaMSMS_02.mzML","12-HLB_221116_pos_iaMSMS_03.mzML","12-HLB_221116_pos_iaMSMS_04.mzML","13-HLB_221116_pos_iaMSMS_01.mzML","13-HLB_221116_pos_iaMSMS_02.mzML","13-HLB_221116_pos_iaMSMS_03.mzML","13-HLB_221116_pos_iaMSMS_04.mzML","14-HLB_221116_pos_iaMSMS_01.mzML","14-HLB_221116_pos_iaMSMS_02.mzML","14-HLB_221116_pos_iaMSMS_03.mzML","14-HLB_221116_pos_iaMSMS_04.mzML","16-HLB_221116_pos_iaMSMS_01.mzML","16-HLB_221116_pos_iaMSMS_02.mzML","16-HLB_221116_pos_iaMSMS_03.mzML","16-HLB_221116_pos_iaMSMS_04.mzML","17-HLB_221116_pos_iaMSMS_01.mzML","17-HLB_221116_pos_iaMSMS_02.mzML","17-HLB_221116_pos_iaMSMS_03.mzML","17-HLB_221116_pos_iaMSMS_04.mzML","18-HLB_221116_pos_iaMSMS_01.mzML","18-HLB_221116_pos_iaMSMS_02.mzML","18-HLB_221116_pos_iaMSMS_03.mzML","18-HLB_221116_pos_iaMSMS_04.mzML","19-HLB_221116_pos_iaMSMS_01.mzML","19-HLB_221116_pos_iaMSMS_02.mzML","19-HLB_221116_pos_iaMSMS_03.mzML","19-HLB_221116_pos_iaMSMS_04.mzML","20-HLB_221116_pos_iaMSMS_01.mzML","20-HLB_221116_pos_iaMSMS_02.mzML","20-HLB_221116_pos_iaMSMS_03.mzML","20-HLB_221116_pos_iaMSMS_04.mzML"
"633_188.071_6.216",330.21994,292.57874,564.4105,329.47324,548.4719,920.2152,469.21338,1049.8431,1387.2799,1493.0542,912.14,1344.0544,1826.8767,1820.6749,1949.9298,1836.9197,2492.5215,2596.1218,2434.3135,2321.9678,2386.9104,2326.681,1448.5476,2338.5151,5647.694,5479.3516,5392.742,5542.4346,3924.6829,3848.4539,3896.0764,3645.285,1527.8813,1563.4259,1418.0923,1055.7236,3373.8823,3289.734,3278.5708,3070.7295,9577.27,9526.005,9372.994,9429.962,4668.401,6040.959,4423.1895,4593.848,1461.843,1556.7522,1447.7765,1461.878,4380.093,4448.559,4229.6074,3978.6016,9901.969,9867.187,9527.147,9892.831,13391.829,13298.777,12977.084,13256.76,12776.99,12792.813,12166.998,12923.263,3260.8794,3296.795,3057.422,3200.3403,7237.0454,7387.384,7279.0205,7046.0254
"5407_188.108_11.379",0,0,0,31.228994,360.61954,283.13885,278.8309,360.39865,0,18.773918,0,0,0,34.633587,0,0,11.467273,30.360508,0,0,0,0,0,0,0,0,0,0,0,0,0,8.092121,16.220797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.174777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7499056,0,0,595.09985,733.9662,757.6448,501.65558
"654_188.125_6.241",795.18835,771.8017,942.1558,1142.2372,85.229836,119.20519,0,99.6045,611.83765,661.1653,730.75464,512.90906,202.7399,0,0,197.52498,0,87.16817,0,0,140.48434,145.54881,0,251.93155,0,0,0,0,0,74.03616,0,0,110.94017,0,169.10422,0,1116.5486,813.487,574.9422,1065.8168,0,0,0,0,0,0,0,0,0,100.58456,0,138.38623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10876_188.128_20.127",57660.793,57585.42,57696.613,57477.02,20202.125,20337.154,20256.355,19419.98,1972.6305,1946.6287,1988.2196,1726.3182,17455.129,17885.12,17831.305,17272.865,5290.5825,5482.2856,5173.6445,5847.8086,6769.5425,6804.2686,6777.5234,6955.3735,13971.988,13846.188,14221.353,14304.29,257.0587,348.46637,299.58194,453.74854,39292.42,40176.625,39225.832,39001.816,59739.22,59360.88,60829.543,60410.188,6302.914,6720.8613,6786.229,6708.3667,3268.8677,3520.49,3398.9968,2589.5583,25076.613,24894.068,24555.365,23883.975,50605.344,51042.445,50665.6,50474.895,28011.064,28301.367,28579.424,28244.412,11154.533,11376.7295,10045.188,11290.515,7905.9014,7643.8955,8036.437,8356.413,1858.6656,1792.2946,2192.4053,1999.3733,366.08997,410.95895,515.7717,575.82513
"10640_188.128_19.785",16670.006,16702.477,16613.854,16416.402,6736.492,6388.295,6165.2383,6654.236,782.7075,676.9184,679.513,628.4861,5784.8975,5603.272,5256.2236,5561.266,1766.0884,1973.186,1799.1459,1644.9006,2345.1292,2239.6619,2182.072,2273.0522,4481.1084,4290.5786,3930.201,4325.375,88.66565,25.56697,121.17729,121.23122,11438.322,11726.278,11157.222,11648.526,16795.178,16888.588,16360.409,16481.13,2289.457,2128.6885,2142.0793,2218.271,1210.8472,1048.8026,858.94855,847.5652,7565.15,7715.961,7583.488,7862.0957,14340.473,14026.321,13962.328,14494.177,8537.457,8679.378,8251.85,8212.854,3669.1528,3728.473,3603.4238,3394.237,2655.2283,2568.9165,2592.8564,2433.4707,462.8758,538.0435,489.2704,562.9243,43.88713,95.31291,141.31021,0
"9474_188.129_17.973",5612.587,5803.4087,5695.6987,5216.1675,1820.983,1742.8916,1628.3899,1696.6698,190.70483,182.53796,163.62073,207.92078,1320.9757,1250.9674,1350.524,1220.8756,337.2551,405.30325,403.75653,299.42532,458.74344,522.1575,438.59094,511.7417,1146.7418,1003.2412,1100.0833,1150.443,28.690351,30.84169,0,0,3833.8625,3761.371,3852.6807,3878.6838,5947.8213,6086.529,5758.3115,5935.988,470.44122,369.71027,467.031,350.0893,257.30615,200.53125,227.28467,201.89722,2126.744,2270.1113,2187.0588,1898.0582,5453.3013,5099.2466,5151.6753,4491.717,2400.6553,2384.6443,2473.4717,2452.3254,803.1602,804.71533,817.3684,816.1999,501.01813,558.0952,751.75397,432.72968,118.377304,110.51408,109.8777,123.42506,38.373768,35.441658,0,106.55158
"9252_188.129_17.638",3381.284,3588.2795,3488.2793,3057.2197,740.0126,741.8652,821.8346,802.6542,126.38477,123.826096,0,97.89879,623.2924,621.07623,1383.7069,1215.7446,204.63344,227.30699,239.47073,156.11374,310.06448,291.20837,360.31573,181.07175,1049.4049,408.12646,459.97498,1119.6234,25.357727,0,0,56.329166,3336.495,3139.2795,2966.6382,1233.4927,3498.5981,3342.0637,3959.447,2162.1917,223.21779,284.14618,285.34818,272.53235,173.3006,35.449253,137.95377,108.98392,1824.1907,1762.0991,1626.1582,1696.2053,3528.8853,3665.1057,3498.791,3598.1118,1570.1086,1744.7997,1519.5692,1652.6826,455.73242,396.5218,399.69073,522.0068,266.8524,257.2121,314.10706,227.54572,69.57136,34.10312,0,73.40326,70.085815,16.714916,0,0
"10269_188.129_19.074",3596.4119,3511.1282,3632.9998,3503.4927,1152.8481,642.18695,1038.4819,949.15564,0,1160.2563,1288.5812,0,827.06934,848.72107,666.022,853.72534,0,0,178.34119,0,0,887.3535,0,1037.1191,472.38794,457.7537,466.11566,441.8247,0,22.65493,0,0,1742.1042,1754.2056,1879.3748,1629.1201,3897.1167,3920.574,3467.7192,3543.78,299.83035,173.53903,0,0,145.69498,0,0,0,1044.8354,1097.095,1072.9954,951.4265,1973.0125,1805.4961,1894.3369,2213.0378,1758.1102,1359.457,1310.9902,1576.8944,246.13043,277.20612,235.51973,266.74094,367.514,356.1835,0,0,37.367092,38.868084,81.80707,0,0,20.274057,0,0
"4306_188.193_9.947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140.3374,3635.202,2183.7002,3428.7354
"1808_189.131_7.86",9993.457,9467.373,7722.355,9045.607,2027.2766,2287.9731,2047.3693,2195.6067,4323.6304,3924.3794,3617.5142,3845.5405,2028.7611,2049.491,1617.2676,1889.5255,1475.1147,1468.0002,1393.0256,1374.0034,2340.6619,2291.4253,2289.6035,2621.655,1474.6245,1473.7155,1451.2487,1439.2001,966.9469,1031.1727,1010.8107,995.34143,3672.8806,3398.1348,3371.1575,3678.6995,8876.19,9201.777,8821.941,9174.811,2671.5188,2675.4932,3051.4302,2498.275,822.02136,785.05884,863.62744,846.0434,2376.2012,2277.6582,2157.6501,2455.0115,6001.914,5507.645,5052.735,5258.4985,2924.5474,2826.3599,2711.5156,2379.434,1716.6384,1700.9105,1695.6274,1724.7388,1939.864,2015.844,2020.8986,2235.0725,1011.7451,1185.1747,1031.463,922.2344,974.7266,1028.3489,1002.9856,1017.88605
"10861_189.132_20.124",5093.6865,4833.689,3548.1394,3541.929,1964.2014,1934.5918,1319.2356,1839.8871,136.18019,227.08105,118.01048,161.29599,1526.5942,1569.5337,1155.8362,1625.2527,390.18887,455.76273,394.06647,506.27393,733.5395,689.1593,675.88,553.755,1432.481,1271.8999,1396.0958,1245.8218,0,0,0,0,3764.289,3969.868,3435.404,2676.893,5870.326,4781.021,5879.6724,3782.241,602.5113,555.91833,690.09375,558.4699,386.63715,328.2637,349.05396,378.59076,2237.321,2185.4182,2148.164,1706.69,5137.0947,4078.0552,4115.603,4237.3027,2811.6343,2545.8306,2370.4365,1958.0831,1010.7881,1155.5372,926.47723,827.45355,765.4861,723.71423,653.77686,699.59326,173.74103,138.33821,222.14365,0,0,0,0,0
"1493_191.085_7.492",1414.034,1320.7185,1000.41296,1187.7532,2442.9304,2480.0308,1901.844,1955.1757,3502.838,3647.638,3871.1106,3984.3816,6248.5347,6279.0522,5458.1333,6275.996,7493.5845,6709.085,6605.8486,6463.646,6763.4536,6883.8228,6187.2427,6657.0625,17285.643,17328.646,16297.577,16454.025,12538.6875,12301.715,12294.207,12956.235,4314.157,4669.825,4578.47,5062.341,7680.117,7857.0527,7278.751,7282.579,5190.066,5471.18,5556.7393,4693.038,13724.541,13636.902,12221.474,11853.933,5473.2563,5954.719,5402.1646,5925.493,12084.642,11848.548,10301.424,12201.959,9707.39,10289.936,9111.203,9880.717,4461.855,5197.5635,4679.429,4692.822,9368.591,9467.246,8497.845,8761.751,9821.448,10428.647,10673.898,10692.285,2999.0037,2679.9324,2800.48,2782.718
"3278_191.091_9.09",4143.026,3799.5132,4309.229,4425.8447,4095.5044,4266.3433,4095.2166,4645.4185,7604.958,8035.901,7225.4995,7830.4326,5509.983,5247.0283,5563.1934,5563.642,9206.784,8949.607,8924.465,8126.1113,6051.248,5391.368,5762.7188,5675.782,10467.143,10657.484,10252.701,8601.7295,6726.5684,6853.4424,5700.084,6634.8677,6421.934,4970.1665,6236.1943,4706.491,11812.828,9187.756,11459.021,11689.525,13153.172,13127.777,13547.416,13128.972,18593.64,18412.076,17868.791,17872.121,9192.943,9578.643,9286.542,9792.698,15320.746,15760.419,15926.262,13161.9,24590.85,24714.146,24761.004,24780.684,15813.019,16140.96,16106.43,16126.628,23943.664,24485.674,24875.428,24523.586,14969.602,12228.282,12069.138,14696.26,19770.875,19841.832,20395.953,19000.45
"1091_191.092_7.061",103.61361,60.817707,0,0,131.18433,163.03377,127.540375,143.46092,292.407,189.2991,327.76868,247.4477,205.48111,177.349,225.08533,237.20776,182.81091,230.3194,189.20952,178.36913,94.14818,152.62935,186.53368,196.01115,222.15657,300.63852,149.84259,283.69327,285.1384,159.6067,234.73189,242.03925,150.24911,128.28891,197.01529,183.97128,391.33035,380.88437,398.22595,377.61285,829.5605,937.4395,1021.0706,829.70135,905.45325,943.0189,807.9716,816.3143,338.05597,251.50177,415.33344,230.19528,478.88675,501.52145,466.555,429.84488,2828.8174,2678.9082,2475.7708,2691.6926,1576.7421,1749.1104,1640.9368,1692.4496,1345.9746,1061.6453,1221.7155,1398.7242,374.32986,478.18164,463.51978,353.87042,976.0672,984.6842,948.2756,993.6405
"5397_191.118_11.328",184.24979,159.2981,178.17447,123.24089,109.12742,145.92517,161.78197,115.806305,312.67966,323.9631,330.64246,418.97958,265.52966,239.78337,249.87843,199.4325,292.97525,319.5387,276.8813,344.51004,382.69073,370.31393,350.7541,491.1913,1057.5854,1128.0497,1159.4371,852.87726,413.38773,503.35782,496.38162,405.0655,449.5435,453.11002,467.1822,443.49747,713.4972,727.4303,641.87146,609.87,789.4575,884.94,829.3146,776.3846,1497.0306,1430.4926,1373.6804,1301.2216,597.8424,554.2421,559.7142,604.9471,1286.41,1335.1152,1316.6771,1258.4055,2026.6865,1812.305,2010.6459,1650.2052,1400.3287,1421.0385,1435.0425,1286.6575,1991.4825,1913.3402,1957.847,2177.7407,1558.6724,1555.3397,1388.8203,1499.4194,1856.1179,1903.9417,1968.9054,1879.3313
"6238_191.142_12.783",739.5622,1041.6708,683.07477,1159.5526,672.86664,733.32983,378.59473,682.68695,2184.9912,2099.553,2146.2695,1005.33374,1997.0518,1317.7319,2108.3098,2010.1676,3659.3464,3589.3105,3687.5288,2461.4346,4068.2627,4239.1987,4321.2534,3551.7927,4717.837,2990.2583,4829.4546,3120.3613,2595.8674,1625.5083,1423.7098,2507.9207,2459.5056,2420.519,2466.8667,2436.5486,3893.1938,2924.9165,3613.8098,3393.9893,0,7.949896,14.282234,0,4664.522,4571.2153,4655.5415,2901.7424,1296.314,1025.3551,771.57983,1450.7222,1685.661,1625.7168,2241.6125,2455.9236,0,0,0,0,0,12.962816,0,0,0,23.375961,0,27.899117,2234.9985,1745.3918,2161.5125,2287.681,0,0,0,0
"6088_191.142_12.615",2407.2095,1538.8213,2729.1755,1525.8292,783.69806,709.3744,1427.5392,839.2645,2490.9934,2439.8154,2641.8242,4097.5654,2586.354,4466.398,2519.5505,2586.0103,4660.5586,4518.952,4607.866,7790.339,5361.9185,5388.0303,5086.705,5756.737,5639.3916,10191.516,5486.3335,10245.864,3298.1926,5665.99,5561.407,3141.906,2980.0452,3192.7073,3214.9446,3239.7566,4771.6587,8800.771,4920.768,5311.3516,3.6724663,11.453754,0,0,6029.445,5809.4917,5784.1323,10479.197,1747.3201,3112.1191,2923.475,1768.9011,5024.0796,5125.7773,2644.3572,2766.329,0,5.8231506,0,0,7.2838297,0,0,0,0,0,10.3687725,0,2753.9043,4921.121,2743.1833,2770.6123,14.68726,9.137033,0,14.30377
"5139_191.572_10.899",417.66367,482.3204,466.57373,442.56174,456.3844,462.94012,543.4036,496.27454,590.04755,596.6074,629.21185,571.80756,835.87756,856.09015,879.18317,755.698,687.6618,674.5049,666.1435,659.1116,848.8425,1003.02594,1004.2324,1014.14136,1097.0992,1023.77325,1143.3204,923.06537,863.49255,980.15283,877.3154,755.21655,864.4515,823.2214,775.2758,726.3558,872.8156,776.2283,807.1078,723.90045,1160.0214,1045.7898,1194.8801,1150.1803,821.0245,927.72546,837.9748,888.7553,748.0507,704.86945,685.88086,695.27747,1001.7937,847.4175,868.233,1019.89716,652.4512,423.84784,624.19165,665.13,785.6987,692.20575,817.75354,702.57513,515.45294,609.81177,1292.5583,1330.9012,834.345,852.64526,739.01465,754.03064,366.4253,487.2603,562.53723,563.06305
"1626_192.102_7.658",736.21625,698.1244,599.8275,840.2898,381.35345,355.36273,312.13263,434.6942,160.66269,168.65302,93.359436,123.97947,134.3497,43.0886,0,99.99102,491.05005,551.70374,481.20953,516.8444,78.484146,253.31924,146.54509,178.74747,753.4891,737.8069,665.4878,726.1078,190.52429,196.02397,211.69281,248.2126,185.33684,227.71417,239.94975,152.03627,284.5755,163.0643,217.92294,148.25134,131.86176,213.26007,0,256.36768,23.355549,21.472996,50.963333,0,149.24641,145.16634,181.52754,180.4958,1538.3298,1399.2002,1142.4985,1313.821,1731.9147,1784.1877,1775.4532,1791.7217,2871.8545,2482.0513,2753.253,2854.16,263.56146,288.71683,341.0981,207.68982,620.31494,620.7161,669.4255,625.8397,0,33.243523,102.59343,0
"6085_192.146_12.613",129.11401,218.33243,235.56053,207.72916,117.913055,155.51239,113.876465,55.432148,373.02426,353.48737,386.1709,283.5963,389.58948,329.861,285.39313,333.1464,627.6892,1556.2808,548.98755,643.53107,718.5908,638.3754,756.33295,670.67975,778.1627,809.8052,682.57166,794.34216,456.98593,459.96622,431.6907,364.6497,470.3552,411.41412,417.3384,406.78915,798.2995,657.7603,733.5368,697.8809,12.057773,0,0,0,821.8769,803.83057,776.4962,752.09485,248.2876,290.58893,242.19998,282.76062,433.7172,404.74255,401.0692,397.84402,24.21573,10.831017,0,25.700733,11.37105,22.878693,0,0,12.730047,6.498516,29.024525,0,376.0235,400.3745,313.18854,391.32297,11.185023,13.00349,45.956112,0
"3432_193.12_9.161",318.84042,283.7124,181.47879,325.65912,236.48294,201.86673,203.20628,152.00229,468.0393,544.8114,455.07697,515.04395,311.3183,529.9536,543.12067,633.7114,833.44385,896.4882,1188.6691,508.19946,936.46704,728.03125,733.3815,719.30927,626.588,673.73285,1935.0483,725.1925,763.20776,781.43335,753.4236,700.7851,528.3735,476.24725,436.46747,523.48615,1048.1595,825.23914,1554.176,804.8174,9.353558,0,0,0,803.1737,798.7518,619.61237,835.29724,325.35452,194.50873,480.7287,377.99295,790.1885,798.2184,928.43225,842.7294,0,0,0,0,0,0,0,15.948687,14.658854,0,0,0,711.7736,857.1491,685.9954,0,0,0,0,0
"1701_193.121_7.715",980.474,910.27637,791.1084,0,205.93318,0,142.93161,208.24942,1408.6359,1535.9698,827.47876,881.44055,281.1208,648.54364,0,646.64154,1510.095,1542.2139,1277.9016,0,494.04462,440.88922,0,345.2157,1626.1559,1578.514,1389.0804,0,211.98528,705.6568,347.20453,0,366.6168,376.9321,0,524.07623,5194.006,4888.0376,2243.6816,2378.7585,0,15.5777855,0,0,4263.2847,4592.782,3813.0881,4386.0923,1343.9818,715.6171,700.18036,0,1797.4894,3884.048,1770.676,1839.4485,6.208321,10.319775,27.650105,0,16.424011,11.076521,0,19.556314,10.873284,0,0,0,1562.1445,1216.5105,1519.4778,1165.6617,0,18.268593,0,0
"2999_193.121_8.764",249.00784,228.95953,186.81311,242.59305,29.559834,64.50034,105.37387,0,466.258,486.21753,390.37088,762.4302,714.2724,594.84436,748.645,729.1444,880.82336,934.6334,828.7627,723.7491,921.35535,911.2167,896.9697,721.8476,1516.8966,1870.5485,1680.9253,1894.6709,1342.4253,1489.8806,1192.8535,1363.0442,876.54065,691.0968,671.6021,610.17395,1545.7264,1539.0885,1426.3147,1657.8917,0,0,0,0,3227.6921,1877.3928,1698.1637,1988.445,158.01299,377.48267,322.38605,320.82922,955.9568,956.29926,899.2931,1469.0682,0,0,0,0,0,0,0,0,0,0,0,0,1472.471,1873.45,1206.5623,1228.6372,0,0,0,15.232661
"1897_193.121_7.885",982.1219,846.1715,0,0,346.71823,441.17905,408.2541,433.94287,1583.7505,1519.5377,1230.0854,988.0274,747.4343,739.59973,567.46545,823.4548,2056.2075,1984.4934,7081.0327,6960.9424,2655.0938,856.2095,889.9487,905.9851,2069.6511,2153.841,1659.8431,1365.5825,2783.7117,1073.7362,1077.0244,1127.2151,848.9358,830.8264,721.46375,744.86475,2586.6802,2868.1843,2502.8882,9680.395,0,0,9.532579,0,6203.9805,5359.337,4945.7017,5243.9053,1589.7535,1659.531,1037.5679,894.9995,2282.279,2259.2266,2055.2546,7636.4976,0,0,0,0,0,0,11.3017235,0,0,0,0,13.371922,2035.8728,2303.4749,1501.1833,6578.9995,0,8.400124,18.709934,0
"2102_193.122_8.054",797.809,801.5584,630.8622,995.3389,1969.3607,883.0667,524.63055,301.07196,1767.8054,2108.7402,1905.0281,2116.0403,1287.5901,1488.1565,1119.9976,1425.0546,3475.8118,3234.0347,3275.1887,2606.936,1556.5835,1976.8503,1465.5056,1416.3146,3131.215,2995.9949,3704.5022,3018.2397,2333.1826,2625.2773,2159.3398,2364.5747,1174.0576,1074.0426,1575.169,1229.4865,4889.4087,5082.687,14564.913,4502.7393,0,0,0,0,27193.924,8360.176,7372.7397,8747.462,1640.266,1239.9292,1956.2258,1200.9718,3383.299,3593.6572,11280.404,3477.4534,0,14.827192,0,0,6.4884944,0,0,0,10.168781,0,0,0,3293.1921,3050.7803,2352.4087,2335.3345,0,7.8422675,0,0
"3452_193.122_9.171",318.84042,290.04828,329.4054,0,224.01001,211.23578,277.23785,218.08507,254.17932,195.39767,617.12665,475.69934,267.31332,233.59015,464.40335,569.0415,412.26843,359.8476,368.58957,262.88184,600.84357,273.36603,0,0,475.34955,173.05411,422.35352,395.19736,408.51154,374.0265,389.8352,0,492.73578,445.22644,389.09726,266.775,239.93317,350.93634,452.251,404.56143,0,0,0,0,386.30756,305.0954,0,0,537.2141,605.0046,480.7287,483.36414,568.7222,577.50793,313.2094,0,0,0,0,0,0,0,10.447514,0,10.355041,0,17.51728,0,360.82596,243.84094,289.62854,417.9177,25.493973,0,0,0
"5950_193.122_12.469",416.59354,347.5342,374.51068,374.28104,185.72911,261.42578,257.53235,270.17535,720.42993,678.73175,632.2012,687.0006,610.7592,667.6332,699.5224,745.7313,1056.13,1116.8347,1061.6656,1027.0134,853.06067,940.26306,864.0975,833.23486,1295.706,1403.8092,1340.0554,1119.9204,1076.3003,1077.5026,1049.3983,1078.8682,668.75714,772.6174,756.3524,763.87463,1227.7482,1217.5963,1204.0496,1383.6478,0,0,15.147528,0,2268.9785,2041.9531,2286.2288,1894.9089,724.31976,686.0623,649.4103,906.14795,1199.6891,1151.3951,1106.6963,1103.1613,0,0,0,0,0,17.474226,0,0,0,0,16.939688,0,990.9552,987.7285,950.7083,989.43677,0,0,0,0
"3788_193.123_9.447",207.2477,111.545906,236.55365,151.23492,0,0,100.79823,82.381744,271.51413,318.4527,258.51312,298.49176,396.13443,398.2085,421.62677,435.42722,991.25134,654.31726,590.48517,462.43268,655.52466,793.6174,588.9651,500.643,980.9582,1701.0176,1138.5913,968.3434,1154.168,784.1374,686.24304,705.7636,722.8261,321.18036,430.21106,538.8126,747.65405,738.7135,1309.2441,706.3979,0,0,0,0,1199.4364,1879.8801,1185.1296,1025.0358,172.09538,158.57498,94.11351,236.4643,756.45435,560.6535,517.88153,549.9537,0,0,0,0,0,0,0,0,0,0,0,21.239048,609.4278,672.70886,558.68915,689.24243,0,0,0,0
"1009_193.126_6.93",31.626247,0,44.03044,125.49257,31.762741,0,0,0,148.6349,195.89822,90.29799,91.53263,231.5838,280.68573,267.1471,161.21039,358.52896,343.26266,408.64346,0,350.14893,293.92456,294.20117,310.4715,604.78143,632.9546,646.9386,531.0512,616.10913,510.05295,521.951,993.5588,122.982254,244.06305,216.66675,181.73346,534.1916,622.44556,500.66394,474.8449,0,0,0,0,690.7743,624.215,662.9072,569.7096,52.358063,40.074463,78.11999,0,254.52856,403.22232,283.9972,393.01566,0,0,0,0,0,0,0,0,0,0,0,0,581.63055,588.7646,610.76166,462.6491,0,0,0,0
"9807_193.126_18.356",907.177,967.12573,946.7108,699.3375,376.8601,293.68573,469.78134,349.4171,0,0,0,0,335.15735,353.26062,329.59634,394.73706,0,29.715012,0,0,0,51.854412,0,0,215.13205,269.96805,114.51787,172.09921,0,0,0,0,885.7857,877.4187,924.7669,927.6433,952.4472,949.12555,786.17017,777.5083,50.041008,0,0,0,0,0,0,0,539.1643,527.9885,560.8363,461.8767,824.6367,770.0728,623.3572,806.5083,635.6601,565.32965,465.24805,632.7581,260.6707,256.5766,0,126.270645,109.91144,0,93.97039,93.459694,0,0,0,0,0,0,0,0
"7619_193.158_14.966",2497.6252,2489.713,2457.5627,2595.1848,1418.5126,1483.6028,1155.7733,1307.2766,2845.6023,2881.22,2832.4265,2851.612,2326.151,2294.6748,2306.43,2139.5337,6231.5137,6288.2646,6564.5327,6552.658,6747.2256,6842.155,7201.44,7235.565,6727.584,6499.6816,6886.848,6686.0347,3924.7861,3647.2952,3819.6453,3904.945,3672.909,3632.9485,3521.139,3640.345,4618.4707,4772.313,4669.9,4815.9165,13.35393,0,0,0,5519.256,5614.937,5693.419,5498.0244,2262.1284,2325.2334,2250.4897,2370.2307,3358.042,3271.251,3233.1807,3154.6758,15.155968,11.356417,0,19.993073,10.413315,0,0,23.52199,20.122232,11.2336235,36.812016,0,3661.603,3902.3787,3689.6775,3679.1958,33.259865,11.790436,12.417372,0
"9639_193.974_18.114",1127.7128,1073.1442,1161.2302,867.63086,1069.2394,945.4841,1216.9357,784.5203,1288.753,1015.98114,1213.2758,1514.0472,1076.178,1065.692,1015.42365,1117.5105,985.72235,1263.0776,1348.1692,1334.4108,1197.265,729.2084,1405.3746,717.19116,1312.9454,1226.0088,1022.83923,1099.7372,1249.6179,1237.1968,1165.2759,1286.5099,1178.4843,1143.0618,979.2814,1059.4948,639.08044,1051.3251,499.26868,495.45294,34.15054,21.741945,0,0,1253.7645,643.1998,1060.3271,1143.0294,779.3403,817.76794,842.7002,849.9866,1363.8234,1132.5232,1105.0386,1164.1077,33.20187,19.873762,21.862484,0,12.72674,12.878861,0,52.423763,29.128248,29.818964,35.116657,96.42459,1311.1902,1137.1636,1357.0535,1168.9865,20.2855,14.185047,24.529337,0
